"","Subject","Activity","Measure","mean_or_standarddeviation","MeanValue"
"10627",2,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.975121387916667
"10628",2,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.955575602173913
"10629",2,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.960519381481482
"10630",2,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.577105211694915
"10631",2,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.0214787881723404
"10632",2,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.36672824375
"10633",3,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.968350217419355
"10634",3,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.874626592115385
"10635",3,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.921836076557377
"10636",3,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.456373080862069
"10637",3,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.233849422120408
"10638",3,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.447994369152542
"10639",4,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.937187975962963
"10640",4,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.9198157096
"10641",4,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.895340042142857
"10642",4,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.651172628166667
"10643",4,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.263644030288889
"10644",4,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.301005898461538
"10645",5,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.962525369423077
"10646",5,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.925669291136364
"10647",5,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.886745170714286
"10648",5,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.519636926071429
"10649",5,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",0.0428533623276596
"10650",5,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.254091927148936
"10651",6,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.905373979824561
"10652",6,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.939547202909091
"10653",6,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.94456410754386
"10654",6,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.421683093508772
"10655",6,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",0.1446227570625
"10656",6,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.222161433666667
"10657",7,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.910542462919231
"10658",7,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.88691563825
"10659",7,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.93728796509434
"10660",7,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.351706780526316
"10661",7,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",0.0214440976893617
"10662",7,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.415307106666667
"10663",8,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.917257979425926
"10664",8,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.93172124
"10665",8,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.938628186322222
"10666",8,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.360818978541667
"10667",8,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.156141093578947
"10668",8,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.409282851707317
"10669",9,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.921929738394
"10670",9,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.8691725114
"10671",9,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.940265546444444
"10672",9,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.513891953269231
"10673",9,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",0.0888671674047619
"10674",9,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.509929461428571
"10675",10,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.944304974655172
"10676",10,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.941511952777778
"10677",10,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.945048242954545
"10678",10,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.370471943962264
"10679",10,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.0616742840815789
"10680",10,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.361437534680851
"10681",11,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.976037695614035
"10682",11,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.948521986037736
"10683",11,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.981503969574468
"10684",11,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.584455992033898
"10685",11,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.137123060369565
"10686",11,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.376027878888889
"10687",12,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.942133255166667
"10688",12,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.950647188823529
"10689",12,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.939741929016393
"10690",12,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.4088962994
"10691",12,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.105124972078261
"10692",12,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.395285130961538
"10693",13,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.949431319193548
"10694",13,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.938529931020408
"10695",13,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.970445378947368
"10696",13,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.438388953157895
"10697",13,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.210912766382979
"10698",13,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.409065516363636
"10699",14,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.859606047058823
"10700",14,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.929193937222222
"10701",14,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.939799869833333
"10702",14,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.457490009491525
"10703",14,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",0.178684580868889
"10704",14,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.143253889222222
"10705",15,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.94550856
"10706",15,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.941195938135593
"10707",15,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.950204045849057
"10708",15,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.458344792407407
"10709",15,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",0.153124178119048
"10710",15,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.255659340833333
"10711",16,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.958111895857143
"10712",16,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.942588250115942
"10713",16,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.957173571923077
"10714",16,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.592150985098039
"10715",16,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.0534137179170213
"10716",16,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.418924256078431
"10717",17,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.949042531690141
"10718",17,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.9653996796875
"10719",17,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.975504840641026
"10720",17,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.565162507704918
"10721",17,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.0618876767130435
"10722",17,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.217393170604167
"10723",18,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.987648484461539
"10724",18,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.982226151578947
"10725",18,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.973264853561644
"10726",18,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.565563056964286
"10727",18,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.344299434181818
"10728",18,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.436218933448276
"10729",19,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.964056773975904
"10730",19,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.952802277671233
"10731",19,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.964259110821918
"10732",19,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.324793406057692
"10733",19,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",0.0828630624102564
"10734",19,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.368253499
"10735",20,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.9418940855
"10736",20,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.942151231515152
"10737",20,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.918651880273973
"10738",20,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.389934004313725
"10739",20,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",0.000242174637777778
"10740",20,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.320241012294118
"10741",21,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.944449070888889
"10742",21,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.974447593176471
"10743",21,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.960041844382022
"10744",21,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.438149791153846
"10745",21,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",0.0791271386644444
"10746",21,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.403357611702128
"10747",22,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.913267251263889
"10748",22,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.926798029822581
"10749",22,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.943739135238095
"10750",22,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.381399308043478
"10751",22,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.0575202606055556
"10752",22,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.334126221428571
"10753",23,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.958465695416667
"10754",23,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.927090118382353
"10755",23,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.955291356470588
"10756",23,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.407577515762712
"10757",23,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.0453930349148148
"10758",23,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.410047643333333
"10759",24,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.971063024027778
"10760",24,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.965852262058824
"10761",24,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.949522556376812
"10762",24,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.590265845517241
"10763",24,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.175291708678182
"10764",24,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.406283377627119
"10765",25,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.651353241643836
"10766",25,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.961997268307692
"10767",25,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.970203660405405
"10768",25,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.632927475540541
"10769",25,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.359437080103448
"10770",25,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.536120293230769
"10771",26,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.966576631710526
"10772",26,"SITTING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.934587699141026
"10773",26,"STANDING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.963909299324324
"10774",26,"WALKING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.537183967118644
"10775",26,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",0.005749436614
"10776",26,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.274226227272727
"10777",27,"LAYING","FastFourierTransformBodyAccelerometerMagnitude","standarddeviation",-0.980296339054054
